pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,63,3,15,v,1,0.4000638999277726,None,15,3,63,3,,,,,152.04909220000263,,152.035460999934,152.04909220000263,153.04924189997837,153.04924189997837,153.04924189997837,153.04924189997837,153.04924189997837,154.04889729991555,154.04889729991555,154.45165639999323,v,1,0.4000638999277726,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,64,0,16,z,1,0.5925147000234574,None,16,0,64,0,,,,,154.46560689993203,,154.4523989999434,154.46560689993203,155.46534280001651,155.46534280001651,155.46534280001651,155.46534280001651,155.46534280001651,156.46492389997002,156.46492389997002,157.06829049997032,z,1,0.5925147000234574,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,65,1,16,x,1,0.43630219995975494,None,16,1,65,1,,,,,157.0815287999576,,157.06882439996116,157.0815287999576,158.0817323999945,158.0817323999945,158.0817323999945,158.0817323999945,158.0817323999945,159.08181869995315,159.08181869995315,159.53371809993405,x,1,0.43630219995975494,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,66,2,16,c,1,0.291564799961634,None,16,2,66,2,,,,,159.5479538999498,,159.53432590002194,159.5479538999498,160.54739979992155,160.54739979992155,160.54739979992155,160.54739979992155,160.54739979992155,161.5476111000171,161.5476111000171,161.84946960001253,c,1,0.291564799961634,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,67,3,16,v,1,0.2664154999656603,None,16,3,67,3,,,,,161.86466159997508,,161.84984629997052,161.86466159997508,162.8645807999419,162.8645807999419,162.8645807999419,162.8645807999419,162.8645807999419,163.86438719998114,163.86438719998114,164.13409960002173,v,1,0.2664154999656603,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,68,0,17,z,1,0.3919880000175908,None,17,0,68,0,,,,,164.14787609991618,,164.13465999998152,164.14787609991618,165.1474964999361,165.1474964999361,165.1474964999361,165.1474964999361,165.1474964999361,166.14744420000352,166.14744420000352,166.54990949993953,z,1,0.3919880000175908,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,69,1,17,x,1,0.2847135999472812,None,17,1,69,1,,,,,166.563872299972,,166.5506355999969,166.563872299972,167.56386100000236,167.56386100000236,167.56386100000236,167.56386100000236,167.56386100000236,168.56351759994868,168.56351759994868,168.86544309998862,x,1,0.2847135999472812,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,70,2,17,c,1,0.3657417999347672,None,17,2,70,2,,,,,168.88012260000687,,168.8659719999414,168.88012260000687,169.88008789997548,169.88008789997548,169.88008789997548,169.88008789997548,169.88008789997548,170.88023699994665,170.88023699994665,171.2489267999772,c,1,0.3657417999347672,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,71,3,17,v,1,0.3324943999759853,None,17,3,71,3,,,,,171.2632490999531,,171.24949979991652,171.2632490999531,172.26330879994202,172.26330879994202,172.26330879994202,172.26330879994202,172.26330879994202,173.2635790000204,173.2635790000204,173.59863609995227,v,1,0.3324943999759853,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,72,0,18,z,1,0.32097930007148534,None,18,0,72,0,,,,,173.61294140003156,,173.59926950000226,173.61294140003156,174.61290720000397,174.61290720000397,174.61290720000397,174.61290720000397,174.61290720000397,175.61274599994067,175.61274599994067,175.9484991999343,z,1,0.32097930007148534,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,73,1,18,x,1,0.3057867999887094,None,18,1,73,1,,,,,175.96300270000938,,175.9491159999743,175.96300270000938,176.96268599992618,176.96268599992618,176.96268599992618,176.96268599992618,176.96268599992618,177.96278489998076,177.96278489998076,178.28015719994437,x,1,0.3057867999887094,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,74,2,18,c,1,0.31825040001422167,None,18,2,74,2,,,,,178.2955712999683,,178.28055629995652,178.2955712999683,179.2956886999309,179.2956886999309,179.2956886999309,179.2956886999309,179.2956886999309,180.2955796000315,180.2955796000315,180.63036539999302,c,1,0.31825040001422167,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,75,3,18,v,1,0.2911812999518588,None,18,3,75,3,,,,,180.64531239995267,,180.63086829998065,180.64531239995267,181.64550899993628,181.64550899993628,181.64550899993628,181.64550899993628,181.64550899993628,182.64507520000916,182.64507520000916,182.946670299978,v,1,0.2911812999518588,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,76,0,19,z,1,0.2988539000507444,None,19,0,76,0,,,,,182.96170240000356,,182.94709889998194,182.96170240000356,183.96153510001022,183.96153510001022,183.96153510001022,183.96153510001022,183.96153510001022,184.96131949999835,184.96131949999835,185.26423159998376,z,1,0.2988539000507444,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,77,1,19,x,1,0.2971723999362439,None,19,1,77,1,,,,,185.27830579993315,,185.2647444999311,185.27830579993315,186.27807479992043,186.27807479992043,186.27807479992043,186.27807479992043,186.27807479992043,187.27756499999668,187.27756499999668,187.57987959997263,x,1,0.2971723999362439,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,78,2,19,c,1,0.30210720002651215,None,19,2,78,2,,,,,187.59491420001723,,187.58042749995366,187.59491420001723,188.5944721000269,188.5944721000269,188.5944721000269,188.5944721000269,188.5944721000269,189.5946666999953,189.5946666999953,189.91301899997052,c,1,0.30210720002651215,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,79,3,19,v,1,0.3308027000166476,None,19,3,79,3,,,,,189.92760019993875,,189.91356639994774,189.92760019993875,190.92755519994535,190.92755519994535,190.92755519994535,190.92755519994535,190.92755519994535,191.92726030002814,191.92726030002814,192.26291779999156,v,1,0.3308027000166476,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,80,0,20,z,1,0.3503908000420779,None,20,0,80,0,,,,,192.2771544000134,,192.2634174999548,192.2771544000134,193.27724840003066,193.27724840003066,193.27724840003066,193.27724840003066,193.27724840003066,194.2772394999629,194.2772394999629,194.6305237999186,z,1,0.3503908000420779,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,81,1,20,x,1,0.33562779997009784,None,20,1,81,1,,,,,194.6437265999848,,194.63108919991646,194.6437265999848,195.64369799999986,195.64369799999986,195.64369799999986,195.64369799999986,195.64369799999986,196.64354219997767,196.64354219997767,196.9956352999434,x,1,0.33562779997009784,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,82,2,20,c,1,0.3990322999889031,None,20,2,82,2,,,,,197.01008039992303,,196.99621170002501,197.01008039992303,198.00994909997098,198.00994909997098,198.00994909997098,198.00994909997098,198.00994909997098,199.00990860001184,199.00990860001184,199.41209999995772,c,1,0.3990322999889031,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,83,3,20,v,1,0.2832455999450758,None,20,3,83,3,,,,,199.4262974000303,,199.41271910001524,199.4262974000303,200.42629420000594,200.42629420000594,200.42629420000594,200.42629420000594,200.42629420000594,201.42582969996147,201.42582969996147,201.7119715999579,v,1,0.2832455999450758,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,84,0,21,z,1,0.9660479000303894,None,21,0,84,0,,,,,201.72600429994054,,201.7124152999604,201.72600429994054,202.72486720001325,202.72486720001325,202.72486720001325,202.72486720001325,202.72486720001325,203.7255526999943,203.7255526999943,204.6947032000171,z,1,0.9660479000303894,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,85,1,21,x,1,0.3899771000724286,None,21,1,85,1,,,,,204.70946209994145,,204.6952322999714,204.70946209994145,205.70897689997219,205.70897689997219,205.70897689997219,205.70897689997219,205.70897689997219,206.70867419999558,206.70867419999558,207.11101130000316,x,1,0.3899771000724286,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,86,2,21,c,1,0.34105429996270686,None,21,2,86,2,,,,,207.12534429994412,,207.1115606999956,207.12534429994412,208.12526869995054,208.12526869995054,208.12526869995054,208.12526869995054,208.12526869995054,209.1252356999321,209.1252356999321,209.47688530001324,c,1,0.34105429996270686,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,87,3,21,v,1,0.3420537000056356,None,21,3,87,3,,,,,209.4913432999747,,209.47718439996243,209.4913432999747,210.49167919997126,210.49167919997126,210.49167919997126,210.49167919997126,210.49167919997126,211.49142670002766,211.49142670002766,211.8438218999654,v,1,0.3420537000056356,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,88,0,22,z,1,0.42218120000325143,None,22,0,88,0,,,,,211.85830850002822,,211.84432179993019,211.85830850002822,212.85801879991777,212.85801879991777,212.85801879991777,212.85801879991777,212.85801879991777,213.85812350001652,213.85812350001652,214.29323930002283,z,1,0.42218120000325143,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,89,1,22,x,1,0.33220910001546144,None,22,1,89,1,,,,,214.30758749996312,,214.29381249996368,214.30758749996312,215.30744070000947,215.30744070000947,215.30744070000947,215.30744070000947,215.30744070000947,216.30747120000888,216.30747120000888,216.64300509996247,x,1,0.33220910001546144,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,90,2,22,c,1,0.5108005000511184,None,22,2,90,2,,,,,216.65776939992793,,216.6435591999907,216.65776939992793,217.6573601999553,217.6573601999553,217.6573601999553,217.6573601999553,217.6573601999553,218.65754199994262,218.65754199994262,219.1764651000267,c,1,0.5108005000511184,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,91,3,22,v,1,0.32900990010239184,None,22,3,91,3,,,,,219.19032880000304,,219.1771904999623,219.19032880000304,220.19047369994223,220.19047369994223,220.19047369994223,220.19047369994223,220.19047369994223,221.19129739992786,221.19129739992786,221.5253758999752,v,1,0.32900990010239184,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,92,0,23,z,1,0.3316485999384895,None,23,0,92,0,,,,,221.54003289993852,,221.5258148999419,221.54003289993852,222.54011149995495,222.54011149995495,222.54011149995495,222.54011149995495,222.54011149995495,223.54003159992862,223.54003159992862,223.87544750003144,z,1,0.3316485999384895,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,93,1,23,x,1,0.42099939996842295,None,23,1,93,1,,,,,223.8901874999283,,223.87600970000494,223.8901874999283,224.88971779996064,224.88971779996064,224.88971779996064,224.88971779996064,224.88971779996064,225.88956519996282,225.88956519996282,226.32507419993635,x,1,0.42099939996842295,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,94,2,23,c,1,0.3254692000336945,None,23,2,94,2,,,,,226.33971530001145,,226.32562789996155,226.33971530001145,227.3384442999959,227.3384442999959,227.3384442999959,227.3384442999959,227.3384442999959,228.3395500999177,228.3395500999177,228.67539769993164,c,1,0.3254692000336945,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,95,3,23,v,1,0.48353369999676943,None,23,3,95,3,,,,,228.689280499937,,228.67597630003002,228.689280499937,229.6892799999332,229.6892799999332,229.6892799999332,229.6892799999332,229.6892799999332,230.68905669997912,230.68905669997912,231.17511459998786,v,1,0.48353369999676943,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,96,0,24,z,1,0.4396632999414578,None,24,0,96,0,,,,,231.18885869998485,,231.17572830000427,231.18885869998485,232.18873920000624,232.18873920000624,232.18873920000624,232.18873920000624,232.18873920000624,233.18845140002668,233.18845140002668,233.6408890999155,z,1,0.4396632999414578,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,97,1,24,x,1,0.3495288999984041,None,24,1,97,1,,,,,233.65529419993982,,233.64145130000543,233.65529419993982,234.65524350001942,234.65524350001942,234.65524350001942,234.65524350001942,234.65524350001942,235.65518989996053,235.65518989996053,236.0073261000216,x,1,0.3495288999984041,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,98,2,24,c,1,0.34394100005738437,None,24,2,98,2,,,,,236.0215029999381,,236.0079051000066,236.0215029999381,237.02165080001578,237.02165080001578,237.02165080001578,237.02165080001578,237.02165080001578,238.02149219997227,238.02149219997227,238.3727963999845,c,1,0.34394100005738437,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,99,3,24,v,1,0.3725228999974206,None,24,3,99,3,,,,,238.387794499984,,238.37325339997187,238.387794499984,239.38782850001007,239.38782850001007,239.38782850001007,239.38782850001007,239.38782850001007,240.387725199922,240.387725199922,240.7735890999902,v,1,0.3725228999974206,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,100,0,25,z,1,0.47758669999893755,None,25,0,100,0,,,,,240.78784399991855,,240.7741420000093,240.78784399991855,241.7877174000023,241.7877174000023,241.7877174000023,241.7877174000023,241.7877174000023,242.78786889999174,242.78786889999174,243.27303769998252,z,1,0.47758669999893755,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,101,1,25,x,1,0.3029639999149367,None,25,1,101,1,,,,,243.28750540001784,,243.2736212000018,243.28750540001784,244.28730620001443,244.28730620001443,244.28730620001443,244.28730620001443,244.28730620001443,245.28737069992349,245.28737069992349,245.6062616999261,x,1,0.3029639999149367,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,102,2,25,c,1,0.37789860006887466,None,25,2,102,2,,,,,245.62025089992676,,245.60682350001298,245.62025089992676,246.6204220999498,246.6204220999498,246.6204220999498,246.6204220999498,246.6204220999498,247.62020769994706,247.62020769994706,248.00639739993494,c,1,0.37789860006887466,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,103,3,25,v,1,0.45544629998039454,None,25,3,103,3,,,,,248.0204843999818,,248.00698830001056,248.0204843999818,249.02020359993912,249.02020359993912,249.02020359993912,249.02020359993912,249.02020359993912,250.02002970001195,250.02002970001195,250.48840169992764,v,1,0.45544629998039454,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,104,0,26,z,1,0.4924161999952048,None,26,0,104,0,,,,,250.50283210002817,,250.48869689996354,250.50283210002817,251.50317009992432,251.50317009992432,251.50317009992432,251.50317009992432,251.50317009992432,252.5030068999622,252.5030068999622,253.00536950002424,z,1,0.4924161999952048,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,105,1,26,x,1,0.33582519995979965,None,26,1,105,1,,,,,253.0197690000059,,253.00594609999098,253.0197690000059,254.01963410002645,254.01963410002645,254.01963410002645,254.01963410002645,254.01963410002645,255.0193930999376,255.0193930999376,255.37108069995884,x,1,0.33582519995979965,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,106,2,26,c,1,0.34856389998458326,None,26,2,106,2,,,,,255.3853699999163,,255.37163950002287,255.3853699999163,256.38582879991736,256.38582879991736,256.38582879991736,256.38582879991736,256.38582879991736,257.38577039993834,257.38577039993834,257.7385572999483,c,1,0.34856389998458326,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,107,3,26,v,1,0.3268901000265032,None,26,3,107,3,,,,,257.7519398999866,,257.739084300003,257.7519398999866,258.7521898000268,258.7521898000268,258.7521898000268,258.7521898000268,258.7521898000268,259.75217009999324,259.75217009999324,260.0876551999245,v,1,0.3268901000265032,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,108,0,27,z,1,0.38117109995801,None,27,0,108,0,,,,,260.10203740000725,,260.08822549995966,260.10203740000725,261.1019984999439,261.1019984999439,261.1019984999439,261.1019984999439,261.1019984999439,262.10184409993235,262.10184409993235,262.48754449991975,z,1,0.38117109995801,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,109,1,27,x,1,0.8292923000408337,None,27,1,109,1,,,,,262.50153889996,,262.4881081000203,262.50153889996,263.5015325000277,263.5015325000277,263.5015325000277,263.5015325000277,263.5015325000277,264.50136160000693,264.50136160000693,265.337101800018,x,1,0.8292923000408337,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,110,2,27,c,1,0.4023914000717923,None,27,2,110,2,,,,,265.3514301999239,,265.3376661000075,265.3514301999239,266.351264399942,266.351264399942,266.351264399942,266.351264399942,266.351264399942,267.3510638999287,267.3510638999287,267.7698579999851,c,1,0.4023914000717923,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,111,3,27,v,1,0.34705940005369484,None,27,3,111,3,,,,,267.78406720003113,,267.7704757999163,267.78406720003113,268.78413409995846,268.78413409995846,268.78413409995846,268.78413409995846,268.78413409995846,269.7838257999392,269.7838257999392,270.136790700024,v,1,0.34705940005369484,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,112,0,28,z,1,0.44675040000583977,None,28,0,112,0,,,,,270.15081999998074,,270.13751989998855,270.15081999998074,271.1507229999406,271.1507229999406,271.1507229999406,271.1507229999406,271.1507229999406,272.15000699996017,272.15000699996017,272.602782699978,z,1,0.44675040000583977,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,113,1,28,x,1,0.2804667999735102,None,28,1,113,1,,,,,272.6169426999986,,272.603326399927,272.6169426999986,273.6170634999871,273.6170634999871,273.6170634999871,273.6170634999871,273.6170634999871,274.61692970001604,274.61692970001604,274.9024968999438,x,1,0.2804667999735102,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,114,2,28,c,1,0.3452248000539839,None,28,2,114,2,,,,,274.91675779991783,,274.9030623999424,274.91675779991783,275.9165281999158,275.9165281999158,275.9165281999158,275.9165281999158,275.9165281999158,276.9165224999888,276.9165224999888,277.2684784999583,c,1,0.3452248000539839,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,115,3,28,v,1,0.3920546999434009,None,28,3,115,3,,,,,277.2830048999749,,277.26901549997274,277.2830048999749,278.2828920999309,278.2828920999309,278.2828920999309,278.2828920999309,278.2828920999309,279.28310370002873,279.28310370002873,279.68554550001863,v,1,0.3920546999434009,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,116,0,29,z,1,0.3888625999679789,None,29,0,116,0,,,,,279.6996347999666,,279.68606729991734,279.6996347999666,280.6989591999445,280.6989591999445,280.6989591999445,280.6989591999445,280.6989591999445,281.69922219996806,281.69922219996806,282.10133959993254,z,1,0.3888625999679789,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,117,1,29,x,1,0.35177499998826534,None,29,1,117,1,,,,,282.11597759998403,,282.10193260002416,282.11597759998403,283.11569090001285,283.11569090001285,283.11569090001285,283.11569090001285,283.11569090001285,284.11557259992696,284.11557259992696,284.48453789995983,x,1,0.35177499998826534,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,118,2,29,c,1,0.7032149999868125,None,29,2,118,2,,,,,284.4989825999364,,284.4851135999197,284.4989825999364,285.4987343000248,285.4987343000248,285.4987343000248,285.4987343000248,285.4987343000248,286.49855309992563,286.49855309992563,287.21745929995086,c,1,0.7032149999868125,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,119,3,29,v,1,0.40879819996189326,None,29,3,119,3,,,,,287.23202280001715,,287.218405899941,287.23202280001715,288.2319937000284,288.2319937000284,288.2319937000284,288.2319937000284,288.2319937000284,289.23185229999945,289.23185229999945,289.6503581999568,v,1,0.40879819996189326,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,120,0,30,z,1,0.6402983999578282,None,30,0,120,0,,,,,289.6648476999253,,289.6511737999972,289.6648476999253,290.66466599993873,290.66466599993873,290.66466599993873,290.66466599993873,290.66466599993873,291.6647225000197,291.6647225000197,292.31667570001446,z,1,0.6402983999578282,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,121,1,30,x,1,0.4807032000971958,None,30,1,121,1,,,,,292.3306920999894,,292.31723970000166,292.3306920999894,293.33114389993716,293.33114389993716,293.33114389993716,293.33114389993716,293.33114389993716,294.3311547000194,294.3311547000194,294.8168788999319,x,1,0.4807032000971958,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,122,2,30,c,1,0.4048845999641344,None,30,2,122,2,,,,,294.8303020999301,,294.8173475000076,294.8303020999301,295.8304460999789,295.8304460999789,295.8304460999789,295.8304460999789,295.8304460999789,296.8307731000241,296.8307731000241,297.24834579997696,c,1,0.4048845999641344,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,123,3,30,v,1,0.9210511000128463,None,30,3,123,3,,,,,297.2636265999172,,297.2487968999194,297.2636265999172,298.263787999982,298.263787999982,298.263787999982,298.263787999982,298.263787999982,299.2636296999408,299.2636296999408,300.19936969992705,v,1,0.9210511000128463,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-150,z,124,0,31,z,1,1.0754148000851274,None,31,0,124,0,,,,,300.21361209999304,,300.1999291999964,300.21361209999304,301.2134903999977,301.2134903999977,301.2134903999977,301.2134903999977,301.2134903999977,302.21319159993436,302.21319159993436,303.2984878999414,z,1,1.0754148000851274,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
-50,x,125,1,31,x,1,1.5951675999676809,None,31,1,125,1,,,,,303.3134522999171,,303.2989630999509,303.3134522999171,304.3130168999778,304.3130168999778,304.3130168999778,304.3130168999778,304.3130168999778,305.3127817999339,305.3127817999339,306.91512909997255,x,1,1.5951675999676809,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
50,c,126,2,31,c,1,0.6273047999711707,None,31,2,126,2,,,,,306.9291011999594,,306.9156931999605,306.9291011999594,307.92921239999123,307.92921239999123,307.92921239999123,307.92921239999123,307.92921239999123,308.929049899918,308.929049899918,309.56427500001155,c,1,0.6273047999711707,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
150,v,127,3,31,v,1,0.3208691000472754,None,31,3,127,3,,,,,309.5800408999203,,309.56471950002015,309.5800408999203,310.57903399993666,310.57903399993666,310.57903399993666,310.57903399993666,310.5954606999876,311.5786111999769,311.5786111999769,311.91425899998285,v,1,0.3208691000472754,None,,,,,564955,001,2024-10-17_11h49.46.040,motor_sequence,2024.2.1post4,59.923908655285594,2024-10-17 11h50.02.882028 +0530,
